files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.82  T=0.12 s (305.1 files/s, 362103.1 lines/s)"
35,Fortran 90,7211,10176,26438
1,C/C++ Header,6,7,51
1,C,2,6,21
37,SUM,7219,10189,26510
